source,item,filename,status
Screenshot_20260908-215807.jpg,Gelato Frappe Mocha,gelato-frappe-mocha.png,included
Screenshot_20260908-215807.jpg,Gelato Frappe Chocolate,gelato-frappe-chocolate.png,included
Screenshot_20260908-215809.jpg,Salted Caramel,salted-caramel.png,included
Screenshot_20260908-215809.jpg,Chocold Mint,chocold-mint.png,included
Screenshot_20260908-215809.jpg,Matcha Iced Mint,matcha-iced-mint.png,included
Screenshot_20260908-215811.jpg,Iced Vanilla,iced-vanilla.png,included
Screenshot_20260908-215811.jpg,Iced Chocolate,iced-chocolate.png,included
Screenshot_20260908-215811.jpg,Ichigo Matcha,ichigo-matcha.png,included
Screenshot_20260908-215813.jpg,Urban Chocolate,urban-chocolate.png,included
Screenshot_20260908-215813.jpg,Mango Vanilla Matcha,mango-vanilla-matcha.png,included
Screenshot_20260908-215813.jpg,Tiramisu Iced Latte,tiramisu-iced-latte.png,included
Screenshot_20260908-215822.jpg,Flat Caramel,flat-caramel.png,included
Screenshot_20260908-215822.jpg,Mad Mocha,mad-mocha.png,included
Screenshot_20260908-215822.jpg,Matcha Vanilla Latte,matcha-vanilla-latte.png,included
Screenshot_20260908-215825.jpg,Tiramisu Latte,tiramisu-latte.png,included
Screenshot_20260908-215825.jpg,Vanilla Latte,vanilla-latte.png,included
Screenshot_20260908-215827.jpg,Iced Black,iced-black.png,included
Screenshot_20260908-215827.jpg,Iced Latte,iced-latte.png,included
Screenshot_20260908-215827.jpg,Matcha Iced Latte,matcha-iced-latte.png,included
Screenshot_20260908-215830.jpg,Spanish Latte,spanish-latte.png,included
Screenshot_20260908-215830.jpg,Chai Latte,chai-latte.png,included
Screenshot_20260908-215830.jpg,Iced Spanish Latte,iced-spanish-latte.png,included
Screenshot_20260908-215832.jpg,True White,true-white.png,included
Screenshot_20260908-215832.jpg,Caffe Latte,caffe-latte.png,included
Screenshot_20260908-215832.jpg,Matcha Latte,matcha-latte.png,included
Screenshot_20260908-215835.jpg,Americano,americano.png,included
Screenshot_20260908-215835.jpg,Macchiato,macchiato.png,included
Screenshot_20260908-215835.jpg,True White,true-white.png,duplicate_skipped
Screenshot_20260908-215838.jpg,Pink Iced Latte,pink-iced-latte.png,included
Screenshot_20260908-215838.jpg,Pure Black Double Shot 36 ml,pure-black-double-shot-36-ml.png,included
